id_eleve,serie_cible,math,physique,svt,francais,histoire,aptitude_logique,niveau_motivation,centre_interet,interesse_par_informatique,moyenne_generale
NS11247,SMP,90.0,86.0,63.0,72.0,64.0,5.0,Élevée,Sciences et technologie,Oui,75.0
NS10294,SES,61.0,51.0,67.0,76.0,72.0,4.0,Très élevée,Sciences et technologie,Oui,65.4
NS10588,SMP,81.0,91.0,66.0,83.0,64.0,3.0,Élevée,Sciences et technologie,Oui,77.0
NS11281,SES,76.0,58.0,54.0,67.0,81.0,3.0,Très élevée,Sciences et technologie,Non,67.2
NS11422,SES,59.0,60.0,69.0,65.0,91.0,4.0,Élevée,Économie et société,Oui,68.8
NS12349,SMP,89.0,78.0,60.0,46.0,57.0,5.0,Très élevée,Sciences et technologie,Oui,66.0
NS11426,SES,73.0,50.0,49.0,81.0,79.0,3.0,Très élevée,Sciences et technologie,Non,66.4
NS12252,SES,69.0,52.0,53.0,83.0,85.0,3.0,Élevée,Sciences et technologie,Oui,68.4
NS10425,SMP,81.0,73.0,71.0,59.0,70.0,4.0,Élevée,Informatique,Non,70.8
NS10534,SES,62.0,57.0,61.0,86.0,73.0,3.0,Élevée,Économie et société,Oui,67.8
NS11054,SVT,64.0,61.0,67.0,81.0,74.0,3.0,Moyenne,Santé et environnement,Oui,69.4
NS11864,LLA,,55.0,65.0,,83.0,3.0,,,Oui,68.6
NS12504,SES,68.0,64.0,65.0,78.0,77.0,3.0,Élevée,Économie et société,Oui,70.4
NS11425,LLA,65.0,58.0,52.0,100.0,62.0,3.0,Élevée,Arts et culture,Oui,67.4
NS10132,SES,74.0,74.0,65.0,77.0,89.0,3.0,,Économie et société,Non,75.8
NS11837,SVT,67.0,64.0,86.0,65.0,60.0,2.0,Élevée,Santé et environnement,Oui,68.4
NS11825,SES,62.0,61.0,54.0,67.0,86.0,3.0,Élevée,Économie et société,Oui,66.0
NS10421,SVT,69.0,76.0,80.0,83.0,85.0,5.0,,Santé et environnement,Non,78.6
NS12658,LLA,,57.0,58.0,100.0,90.0,,,Arts et culture,Non,77.0
NS12028,SES,73.0,43.0,62.0,78.0,90.0,3.0,Très élevée,Économie et société,Non,69.2
NS12989,SMP,100.0,82.0,75.0,65.0,75.0,4.0,Élevée,Informatique,Non,79.4
NS11368,LLA,51.0,53.0,58.0,76.0,72.0,2.0,Élevée,Arts et culture,Non,62.0
NS10556,SES,72.0,49.0,64.0,68.0,74.0,2.0,Élevée,Économie et société,Oui,65.4
NS12043,SMP,82.0,80.0,55.0,66.0,66.0,5.0,Élevée,Informatique,Oui,69.8
NS11486,SMP,77.0,-10.0,41.0,67.0,49.0,4.0,Moyenne,Sciences et technologie,Oui,63.4
NS12679,LLA,51.0,44.0,54.0,89.0,85.0,2.0,Élevée,Arts et culture,Non,64.6
NS10570,SES,78.0,44.0,55.0,64.0,77.0,3.0,Élevée,Sciences et technologie,Non,63.6
NS10352,SMP,98.0,72.0,62.0,68.0,60.0,4.0,Élevée,Sciences et technologie,Oui,72.0
NS10091,SMP,88.0,79.0,67.0,62.0,63.0,3.0,Élevée,Informatique,Oui,71.8
NS12562,SES,79.0,38.0,51.0,57.0,81.0,2.0,Élevée,Économie et société,Oui,61.2
NS12533,SVT,61.0,61.0,74.0,76.0,72.0,2.0,Très élevée,Sciences et technologie,Non,68.8
NS11170,SES,59.0,66.0,59.0,68.0,93.0,3.0,Très élevée,Économie et société,Non,69.0
NS12248,SMP,71.54953362582575,87.0,53.55085035755833,71.0,70.0,5.0,Élevée,,Oui,70.6
NS11285,SVT,72.0,71.0,82.0,59.0,78.0,3.0,Très élevée,Sciences et technologie,Oui,72.4
NS11702,SVT,73.0,63.0,87.0,62.0,72.0,2.0,Élevée,Sciences et technologie,Non,71.4
NS11468,LLA,45.0,53.0,51.0,89.0,78.0,2.0,,Lettres et langues,Non,63.2
NS11907,SES,72.0,71.0,74.0,89.0,76.0,2.0,Élevée,Sciences et technologie,Non,76.4
NS11477,LLA,55.0,49.0,57.0,92.0,94.0,4.0,Très élevée,,Non,69.4
NS10697,SES,79.0,45.0,71.0,64.0,79.0,2.0,Très élevée,Économie et société,Oui,67.6
NS12506,SES,91.0,59.0,62.0,98.0,81.0,4.0,Très élevée,Économie et société,Non,78.2
NS10348,SMP,70.0,84.0,58.0,64.0,66.0,3.0,Élevée,Informatique,Non,68.4
NS11644,SMP,83.0,81.0,80.0,61.0,42.0,4.0,Élevée,Sciences et technologie,Oui,69.4
NS12346,SES,74.0,78.0,59.0,76.0,,2.0,Élevée,Sciences et technologie,Oui,75.0
NS12431,SMP,83.0,79.0,70.0,55.0,,4.0,Très élevée,Informatique,Oui,73.6
NS12168,SMP,84.0,82.0,61.0,69.0,62.0,5.0,Élevée,Sciences et technologie,Oui,71.6
NS11137,SES,74.0,66.0,68.0,75.0,83.0,4.0,Très élevée,Sciences et technologie,Non,73.2
NS11797,SES,63.0,64.0,69.0,100.0,80.0,2.0,Élevée,Économie et société,Oui,75.2
NS11544,SMP,88.0,84.0,69.0,69.0,63.0,3.0,Élevée,Sciences et technologie,Non,74.6
NS12836,SES,58.0,62.0,50.0,71.0,67.0,2.0,Très élevée,Économie et société,Oui,61.6
NS12820,LLA,57.0,61.0,51.0,83.0,83.0,3.0,Très élevée,Arts et culture,Non,67.0
NS11339,SMP,80.0,89.0,88.0,65.0,52.0,3.0,Très élevée,Sciences et technologie,Oui,74.8
NS12490,LLA,64.0,39.0,79.0,95.0,80.0,2.0,Très élevée,Lettres et langues,Non,71.4
NS10453,SES,63.0,68.0,74.0,,80.0,4.0,Très élevée,Sciences et technologie,Non,72.6
NS10913,SVT,59.0,70.0,94.0,66.0,88.0,4.0,Très élevée,,Oui,75.4
NS11199,SMP,79.159467034192,83.49043948917227,52.0,52.0,67.0,4.0,Très élevée,Sciences et technologie,Non,66.7
NS11274,LLA,56.0,32.0,46.0,82.0,73.0,3.0,Très élevée,Lettres et langues,Oui,57.8
NS11866,LLA,48.0,56.0,62.0,85.0,79.0,2.0,Élevée,Lettres et langues,,66.0
NS10037,SVT,70.0,60.0,82.0,81.0,69.0,2.0,Très élevée,Sciences et technologie,Non,72.4
NS10974,SES,79.0,53.0,73.0,69.0,82.0,2.0,Très élevée,Économie et société,Non,71.2
NS12770,LLA,66.0,42.0,62.0,84.0,79.0,3.0,Très élevée,Lettres et langues,Non,66.6
NS10983,SMP,83.0,86.0,64.0,77.0,65.0,5.0,Moyenne,Sciences et technologie,Non,75.0
NS11805,SVT,70.0,65.0,99.0,67.0,60.0,3.0,Élevée,Santé et environnement,Oui,72.2
NS11961,SES,53.0,64.0,,70.0,90.0,4.0,Très élevée,Sciences et technologie,Oui,68.4
NS11418,LLA,61.0,45.11769379923754,64.0,97.42094811570932,73.0,4.0,Très élevée,Arts et culture,Non,68.1
NS11284,LLA,61.0,63.0,59.0,75.0,91.0,2.0,Moyenne,Arts et culture,Non,69.8
NS10039,SVT,74.0,71.0,79.0,60.0,77.0,3.0,Moyenne,Sciences et technologie,Non,72.2
NS12540,LLA,48.0,53.0,75.0,81.0,76.0,3.0,Très élevée,Lettres et langues,Oui,66.6
NS10169,SVT,72.0,66.0,87.0,64.0,64.0,3.0,Élevée,Santé et environnement,Oui,70.6
NS11355,LLA,65.0,52.0,68.0,66.0,81.0,3.0,Élevée,Arts et culture,Oui,66.4
NS10737,SES,,68.0,72.0,64.2433413551525,85.73575115154591,3.0,Élevée,Économie et société,Non,75.0
NS11590,SES,59.0,52.0,56.0,73.0,73.0,3.0,Élevée,Économie et société,Oui,62.6
NS12699,SMP,81.0,80.0,60.0,67.0,47.0,4.0,,Informatique,Non,67.0
NS11897,SVT,65.0,52.0,88.0,68.0,66.0,,Élevée,Santé et environnement,Oui,67.8
NS10634,LLA,64.0,47.0,70.0,85.0,68.0,4.0,Moyenne,Arts et culture,,66.8
NS12647,SVT,87.0,73.0,93.0,63.0,58.0,3.0,Très élevée,,Oui,74.8
NS11918,SVT,,,97.0,70.0,62.0,4.0,Très élevée,Sciences et technologie,Non,73.8
NS11290,SVT,57.0,83.0,81.0,77.0,68.0,,,Santé et environnement,Non,73.2
NS11380,SVT,76.0,44.0,85.0,76.0,60.0,4.0,Très élevée,Santé et environnement,Oui,68.2
NS10579,SES,71.0,57.0,85.0,80.0,70.0,4.0,Élevée,Sciences et technologie,Oui,72.6
NS10328,LLA,48.0,,66.0,91.0,63.0,2.0,Très élevée,Arts et culture,Non,63.6
NS11642,SES,80.3885039280919,76.0,57.45885415699327,79.0,77.0,2.0,Élevée,Sciences et technologie,Non,74.0
NS10892,SVT,65.0,74.0,64.93546759246777,69.0,77.015451760325,3.0,Élevée,Santé et environnement,Non,70.0
NS11849,SES,60.0,61.12428420064273,58.0,79.27017126332582,71.0,3.0,Très élevée,Sciences et technologie,Oui,65.9
NS10780,SES,58.0,62.0,57.0,66.0,,4.0,Moyenne,Économie et société,Non,63.4
NS10159,SES,68.0,51.0,71.0,88.0,82.0,3.0,Très élevée,Sciences et technologie,Oui,72.0
NS11545,SES,73.0,63.0,75.0,89.0,66.0,2.0,Élevée,Économie et société,Oui,73.2
NS11933,SES,105.0,51.0,72.0,84.0,86.0,3.0,Moyenne,Sciences et technologie,Non,70.2
NS12978,LLA,71.0,41.0,36.0,89.0,86.0,3.0,Très élevée,Arts et culture,Oui,64.6
NS10061,SVT,87.01583263026409,52.0,100.0,57.0,64.0,4.0,Très élevée,Santé et environnement,Oui,72.0
NS10849,SMP,79.0,83.0,55.0,67.0,77.0,5.0,Très élevée,Sciences et technologie,Oui,72.2
NS12129,SMP,84.0,79.0,63.0,63.0,62.0,4.0,Moyenne,Sciences et technologie,Non,70.2
NS12892,LLA,47.0,68.0,48.0,85.0,69.0,3.0,Élevée,Lettres et langues,Non,63.4
NS11043,SES,57.0,50.0,79.0,73.0,86.0,2.0,Très élevée,Sciences et technologie,Oui,69.0
NS12496,SMP,79.0,72.0,69.0,81.0,38.0,4.0,Élevée,Sciences et technologie,Oui,67.8
NS12260,SMP,67.0,75.0,71.0,49.0,40.0,5.0,Élevée,Sciences et technologie,Oui,60.4
NS12121,SVT,75.0,57.0,99.0,87.0,67.0,3.0,Élevée,Sciences et technologie,Oui,77.0
NS11070,SMP,67.0,82.0,73.0,70.0,57.0,4.0,Élevée,Informatique,Oui,69.8
NS10053,SVT,75.05169478318815,76.0,82.45820515290903,70.0,75.0,,Élevée,Santé et environnement,Oui,75.7
NS10258,LLA,49.0,48.0,63.0,98.0,69.0,,Très élevée,Arts et culture,Non,65.4
NS10505,SVT,68.0,78.0,92.0,62.0,,4.0,Élevée,Santé et environnement,Oui,68.0
NS10752,LLA,54.0,67.0,43.0,,64.0,3.0,Élevée,Lettres et langues,Oui,62.4
NS11978,SES,65.0,61.0,57.0,74.0,,3.0,Très élevée,Sciences et technologie,Oui,67.0
NS12947,SVT,75.0,61.32137557040495,89.0,70.7374124925639,58.0,3.0,,Santé et environnement,Oui,70.8
NS12410,SVT,77.25889867967976,73.0,71.2040688947158,83.0,68.0,3.0,Très élevée,Santé et environnement,Non,74.5
NS11517,SVT,77.0,75.0,82.0,88.0,71.0,4.0,Élevée,Sciences et technologie,Oui,78.6
NS12997,LLA,,61.0,45.0,68.0,82.0,3.0,Moyenne,Arts et culture,Oui,62.4
NS12273,SMP,93.0,67.0,93.0,70.28728942250312,55.89776524625477,5.0,Élevée,Sciences et technologie,Oui,75.8
NS11389,SES,57.0,72.0,46.0,73.0,78.0,2.0,Élevée,Économie et société,Non,65.2
NS11266,LLA,58.0,57.0,60.0,74.0,68.0,3.0,Très élevée,Lettres et langues,Oui,63.4
NS12466,SVT,75.0,72.0,83.0,58.0,74.0,4.0,Élevée,Santé et environnement,Oui,72.4
NS11711,SVT,77.0,,95.0,72.0,73.0,5.0,,Santé et environnement,Oui,75.8
NS10771,SES,61.0,51.0,72.0,,85.0,3.0,Élevée,,Oui,69.4
NS12802,SES,63.0,63.0,63.0,97.0,82.0,4.0,Moyenne,Économie et société,Non,73.6
NS11807,SVT,79.0,70.0,76.0,75.0,57.0,3.0,Très élevée,Sciences et technologie,Oui,71.4
NS12685,SES,81.0,51.0,43.0,58.0,65.0,3.0,Très élevée,Sciences et technologie,Oui,59.6
NS11085,SES,80.0,60.0,60.0,67.0,67.0,3.0,Très élevée,Économie et société,Oui,66.8
NS12257,SVT,68.0,63.0,66.0,77.0,65.0,3.0,Élevée,Santé et environnement,Non,67.8
NS11532,SES,67.0,62.0,65.0,94.0,70.0,4.0,Élevée,Économie et société,Non,71.6
NS11325,SES,66.0,53.0,63.0,74.0,62.0,3.0,Très élevée,Sciences et technologie,Oui,63.6
NS12119,LLA,51.0,53.0,51.0,83.0,71.0,4.0,Très élevée,Lettres et langues,Oui,61.8
NS11812,LLA,58.0,64.0,56.0,88.0,76.0,2.0,Très élevée,Arts et culture,Non,68.4
NS11714,SES,,44.0,46.0,77.0,79.0,,Très élevée,Sciences et technologie,Non,61.0
NS12034,SMP,96.0,85.0,66.0,61.0,66.0,4.0,Élevée,Sciences et technologie,Oui,74.8
NS12423,LLA,68.0,57.0,63.0,77.0,77.0,3.0,Élevée,Lettres et langues,Oui,68.4
NS12434,SES,55.0,51.0,68.0,61.0,,3.0,Élevée,Économie et société,Non,62.6
NS11681,SVT,83.0,61.0,92.0,74.0,59.0,4.0,Très élevée,Sciences et technologie,Oui,73.8
NS12227,SVT,59.0,70.0,89.0,65.0,71.0,2.0,Très élevée,Santé et environnement,Non,70.8
NS11163,SMP,79.0,78.0,71.0,63.0,66.0,4.0,Élevée,Informatique,Oui,71.4
NS10963,SMP,76.0,97.0,,56.0,71.0,4.0,Élevée,Sciences et technologie,Oui,74.0
NS12902,LLA,48.0,34.0,51.0,75.0,66.0,2.0,Très élevée,Arts et culture,Oui,54.8
NS11662,SES,84.0,64.0,51.0,67.0,78.0,3.0,,Économie et société,Oui,68.8
NS10398,SES,89.0,47.0,60.0,60.0,68.0,3.0,Très élevée,Économie et société,Non,64.8
NS10584,SVT,74.0,69.0,,78.0,67.0,3.0,Très élevée,Sciences et technologie,Oui,74.4
NS10948,LLA,80.0,,55.0,77.0,75.0,2.0,Très élevée,Arts et culture,Non,67.4
NS10704,SVT,53.0,68.0,90.0,59.0,66.0,3.0,Élevée,Santé et environnement,Oui,67.2
NS10431,SMP,97.0,98.0,64.0,58.0,62.0,4.0,Moyenne,Informatique,Oui,75.8
NS10292,LLA,58.0,60.0,62.0,79.0,61.0,2.0,Très élevée,Arts et culture,Non,64.0
NS10145,SMP,81.0,84.0,77.0,60.0,64.0,5.0,Moyenne,Sciences et technologie,Oui,73.2
NS10323,SES,69.0,53.0,53.0,74.0,84.0,3.0,Très élevée,Économie et société,Oui,66.6
NS12108,LLA,68.0,50.0,51.0,74.0,77.0,3.0,Très élevée,Arts et culture,Non,64.0
NS11165,LLA,63.0,53.0,68.0,76.0,84.0,2.0,Élevée,Arts et culture,Non,68.8
NS11452,SVT,79.0,79.0,92.0,63.0,69.0,3.0,Très élevée,Sciences et technologie,Non,76.4
NS10002,SVT,64.0,81.0,81.0,75.0,56.0,4.0,Élevée,Santé et environnement,Non,71.4
NS10576,SES,73.0,52.0,53.0,99.0,71.0,3.0,Élevée,Économie et société,Non,69.6
NS12657,SES,84.0,,56.0,69.0,93.0,4.0,Élevée,Sciences et technologie,Non,71.6
NS10339,LLA,59.0,58.0,71.0,73.0,79.0,2.0,Élevée,Lettres et langues,Non,68.0
NS12539,LLA,51.0,46.0,58.0,79.0,80.0,2.0,Très élevée,Lettres et langues,Non,62.8
NS12935,LLA,46.0,68.0,55.0,86.0,73.0,3.0,Élevée,Lettres et langues,Non,65.6
NS10925,SES,68.0,63.0,70.0,73.0,82.0,3.0,Élevée,Sciences et technologie,Non,71.2
NS10265,SMP,80.0,87.0,75.0,68.0,34.0,5.0,,,Non,68.8
NS10376,LLA,48.0,51.0,58.0,81.0,95.0,2.0,Très élevée,Arts et culture,Non,66.6
NS12022,SES,73.0,52.0,38.0,72.0,69.0,3.0,Élevée,Sciences et technologie,Non,60.8
NS11463,SVT,65.0,66.0,92.0,90.0,,3.0,Très élevée,Sciences et technologie,Oui,77.4
NS10271,LLA,57.0,49.0,49.0,83.0,80.0,2.0,Moyenne,Arts et culture,Non,63.6
NS10696,LLA,60.0,56.0,51.0,75.0,75.0,2.0,Très élevée,Arts et culture,Non,63.4
NS12973,SES,71.0,39.0,59.0,92.0,74.0,4.0,Élevée,Économie et société,Non,67.0
NS10244,SMP,70.0,88.0,70.0,59.0,49.0,5.0,Très élevée,Informatique,Oui,67.2
NS12813,SMP,65.0,72.0,61.0,66.0,60.0,4.0,Très élevée,Sciences et technologie,Non,64.8
NS10476,LLA,54.0,41.0,46.0,94.0,82.0,2.0,Élevée,Arts et culture,Oui,63.4
NS12785,SVT,74.0,64.0,91.0,78.0,,2.0,Très élevée,Santé et environnement,Non,73.4
NS12843,SVT,60.42172307061796,73.0,92.0,65.0,,3.0,Très élevée,,Oui,73.3
NS12298,LLA,64.0,63.0,57.0,92.0,78.0,3.0,Très élevée,Arts et culture,Oui,70.8
NS12448,SES,56.0,66.0,74.0,73.0,80.0,2.0,Très élevée,Économie et société,Oui,69.8
NS12783,LLA,37.0,35.0,68.0,74.0,,3.0,Moyenne,Lettres et langues,Non,61.4
NS12953,SMP,86.0,73.0,78.0,69.0,,4.0,Élevée,Sciences et technologie,Oui,75.6
NS12982,SMP,72.0,88.0,82.0,64.0,58.0,4.0,Élevée,Informatique,Oui,72.8
NS12159,LLA,48.0,47.0,,89.0,74.0,4.0,Élevée,Lettres et langues,Non,65.0
NS10250,LLA,50.0,43.0,48.0,83.0,70.0,3.0,Élevée,,Non,58.8
NS10413,SES,72.0,68.0,50.0,65.0,86.0,3.0,Moyenne,Économie et société,Non,68.2
NS10545,SES,66.0,44.0,48.0,81.0,81.0,4.0,Très élevée,Sciences et technologie,Oui,64.0
NS11193,SMP,74.0,99.0,61.0,64.0,63.0,5.0,Élevée,Sciences et technologie,Oui,72.2
NS10738,LLA,55.0,37.0,51.0,84.0,60.0,2.0,Très élevée,Lettres et langues,Oui,57.4
NS10310,SMP,,84.0,69.0,54.0,55.0,4.0,Très élevée,Sciences et technologie,Oui,72.4
NS11979,SMP,81.0,75.0,67.0,54.0,48.0,5.0,Très élevée,Sciences et technologie,Oui,65.0
NS10893,LLA,62.0,50.0,50.0,85.0,63.0,2.0,Très élevée,Arts et culture,Non,62.0
NS11131,LLA,68.0,51.0,73.0,90.0,99.0,2.0,Très élevée,Arts et culture,Non,76.2
NS11449,SES,52.0,48.0,57.0,90.0,91.0,3.0,Élevée,Économie et société,Oui,67.6
NS12907,SMP,86.0,81.0,65.0,86.0,50.0,4.0,Élevée,Sciences et technologie,Oui,73.6
NS10015,LLA,61.0,33.0,41.0,84.0,61.0,3.0,Très élevée,Arts et culture,Non,56.0
NS11950,SMP,91.0,74.0,65.0,56.0,75.0,4.0,Élevée,Sciences et technologie,Non,72.2
NS10721,SES,75.0,64.0,50.0,71.41003200541388,98.53463220752764,4.0,Élevée,,Oui,71.8
NS11420,SMP,,88.0,53.0,73.0,49.0,5.0,Très élevée,Sciences et technologie,Oui,67.6
NS12633,SVT,69.0,79.0,91.0,84.0,59.0,3.0,Très élevée,Santé et environnement,Oui,76.4
NS10981,SES,78.0,,59.0,76.0,85.0,3.0,Très élevée,Sciences et technologie,Non,71.4
NS11874,SVT,63.0,67.0,77.0,74.0,,4.0,Élevée,Sciences et technologie,Non,68.6
NS11539,SMP,83.0,89.0,55.0,58.959048599007765,60.43685527040997,5.0,Très élevée,Informatique,Oui,69.3
NS12530,SMP,79.0,88.0,67.0,75.0,74.0,4.0,Très élevée,Informatique,Oui,76.6
NS11550,SVT,68.0,73.0,,70.0,57.0,3.0,Moyenne,Santé et environnement,Oui,68.4
NS12422,SVT,63.0,50.423948344340175,75.0,71.0,84.14643654736675,2.0,Très élevée,Santé et environnement,Non,68.7
NS10363,LLA,55.0,40.0,62.0,100.0,84.0,2.0,Très élevée,Lettres et langues,Non,68.2
NS12768,SVT,70.0,75.0,76.0,55.22071184396446,51.96653889022468,3.0,Élevée,Sciences et technologie,Oui,65.6
NS10182,LLA,52.0,57.0,41.0,86.0,62.0,3.0,Très élevée,Arts et culture,Oui,59.6
NS10985,LLA,78.0,52.0,51.0,82.0,79.0,2.0,Très élevée,Arts et culture,Non,68.4
NS11990,SES,68.0,76.0,68.0,82.0,64.0,2.0,Très élevée,Économie et société,Oui,71.6
NS11194,SMP,81.0,74.0,60.0,67.0,61.0,5.0,Très élevée,Informatique,Oui,68.6
NS11769,LLA,63.0,,43.0,86.0,78.0,3.0,Très élevée,Lettres et langues,Non,65.4
NS11675,SVT,73.0,70.0,70.0,77.0,56.0,3.0,Moyenne,Santé et environnement,Non,69.2
NS11121,SMP,82.0,81.0,67.0,71.0,42.0,4.0,Élevée,Sciences et technologie,Oui,68.6
NS10187,SMP,86.0,71.0,71.0,57.0,53.0,5.0,Moyenne,Informatique,Non,67.6
NS10619,SMP,77.0,71.0,60.0,54.0,73.0,4.0,Moyenne,Sciences et technologie,Oui,67.0
NS11612,SVT,71.0,65.0,93.0,68.0,75.0,4.0,Très élevée,Santé et environnement,Non,74.4
NS11175,SMP,72.0,96.0,61.0,50.0,67.0,3.0,Très élevée,Sciences et technologie,Oui,69.2
NS11182,SVT,69.0,65.0,82.0,77.0,56.0,4.0,Très élevée,Santé et environnement,Oui,69.8
NS12384,SMP,82.0,87.0,67.0,78.0,46.0,5.0,Élevée,Sciences et technologie,Oui,72.0
NS12715,LLA,65.0,57.0,54.0,78.0,79.0,3.0,Très élevée,Arts et culture,Oui,66.6
NS10614,LLA,51.0,54.0,67.0,87.0,76.0,2.0,Très élevée,Lettres et langues,Oui,67.0
NS11513,SVT,63.0,75.0,76.0,73.0,62.0,2.0,Très élevée,Santé et environnement,Oui,69.8
NS11466,SMP,96.0,81.0,57.0,57.0,64.0,5.0,Moyenne,Sciences et technologie,,71.0
NS10401,SMP,98.0,73.0,67.0,,59.0,4.0,Très élevée,Sciences et technologie,Non,73.2
NS10994,SMP,81.0,86.0,75.0,71.0,67.0,5.0,Très élevée,Informatique,Oui,76.0
NS10934,SMP,96.0,77.0,69.0,66.0,60.0,4.0,Très élevée,Informatique,Oui,73.6
NS10371,SMP,98.0,92.0,65.0,82.0,59.0,4.0,Élevée,Sciences et technologie,Oui,79.2
NS11922,SMP,95.0,83.0,72.0,55.0,71.0,3.0,Élevée,Sciences et technologie,Oui,75.2
NS12306,SES,67.0,67.0,94.0,73.0,70.0,4.0,Très élevée,Économie et société,Oui,74.2
NS10593,SMP,69.0,88.0,57.0,78.0,51.0,4.0,Moyenne,Sciences et technologie,Non,68.6
NS11910,SVT,66.0,72.0,80.0,72.0,78.0,3.0,Élevée,Santé et environnement,Oui,73.6
NS10726,LLA,58.0,69.0,60.0,96.0,70.0,4.0,Élevée,Arts et culture,Non,70.6
NS10826,SVT,73.0,79.0,78.0,55.0,59.0,3.0,Élevée,Sciences et technologie,Oui,68.8
NS11674,LLA,54.0,51.0,67.0,100.0,76.0,2.0,Élevée,Lettres et langues,Oui,69.6
NS10687,SVT,81.0,60.0,83.0,63.0,67.0,5.0,Élevée,Santé et environnement,Oui,70.8
NS12215,SMP,82.0,87.0,59.0,75.0,65.0,4.0,Élevée,Sciences et technologie,Oui,73.6
NS10136,SES,66.0,54.0,44.0,77.0,86.0,3.0,Très élevée,Économie et société,Non,65.4
NS12764,SVT,67.0,67.0,84.0,85.0,66.0,3.0,Très élevée,Santé et environnement,Non,73.8
NS10628,LLA,66.0,62.0,62.0,100.0,89.0,3.0,Moyenne,Lettres et langues,Non,75.8
NS10334,SES,70.0,74.0,54.0,70.0,92.0,3.0,Élevée,Sciences et technologie,Oui,72.0
NS10390,SES,69.0,57.0,59.53546074270088,64.47351285207503,82.0,3.0,Élevée,Économie et société,Oui,66.4
NS12309,SVT,77.0,71.0,80.0,77.0,46.0,3.0,Élevée,Santé et environnement,Oui,70.2
NS11109,SMP,96.0,90.0,71.0,68.0,57.0,5.0,Élevée,Sciences et technologie,Oui,76.4
NS11737,SVT,78.0,51.0,84.0,72.0,56.0,3.0,Très élevée,Sciences et technologie,Non,68.2
NS12698,SVT,83.0,64.0,94.0,52.0,58.0,3.0,Très élevée,Santé et environnement,Non,70.2
NS10710,SMP,77.0,92.0,64.0,51.0,53.0,4.0,Élevée,Sciences et technologie,Oui,67.4
NS11039,SVT,69.0,79.0,100.0,69.0,90.0,4.0,Élevée,Santé et environnement,Non,81.4
NS12714,LLA,52.0,54.0,56.0,87.0,81.0,3.0,,Arts et culture,Oui,66.0
NS11850,SES,56.0,59.0,68.0,85.0,72.0,3.0,Élevée,Économie et société,Oui,68.0
NS12595,LLA,50.66342903769807,59.0,46.0,100.0,75.0,3.0,Très élevée,Arts et culture,Non,66.1
NS11561,SES,57.0,60.0,51.0,72.0,,3.0,Très élevée,Économie et société,Oui,62.0
NS12757,SMP,90.0,79.0,58.0,59.0,62.0,4.0,Très élevée,Informatique,Oui,69.6
NS11594,LLA,58.0,51.0,69.0,84.0,81.0,3.0,Moyenne,Lettres et langues,Non,68.6
NS12750,LLA,63.0,63.0,68.6576985539245,100.0,51.22122470900651,2.0,Très élevée,Arts et culture,Non,69.2
NS11112,SVT,59.0,53.0,78.0,68.0,56.0,3.0,Très élevée,Sciences et technologie,Oui,62.8
NS10465,SMP,100.0,54.0,64.0,75.0,65.0,3.0,Élevée,Informatique,Oui,71.6
NS11560,SMP,75.0,72.0,68.0,56.0,69.0,4.0,Élevée,Sciences et technologie,Oui,68.0
NS11223,SVT,59.0,79.0,89.0,80.0,72.0,4.0,Élevée,Sciences et technologie,Oui,75.8
NS11953,SES,68.0,71.0,70.0,88.0,75.0,4.0,Élevée,Sciences et technologie,Non,74.4
NS12966,SES,70.0,60.0,51.0,79.0,79.0,4.0,Très élevée,Économie et société,Oui,67.8
NS12348,SVT,64.0,71.90783956850375,87.0,66.78874215236769,68.0,3.0,Élevée,Santé et environnement,Non,71.5
NS11508,SES,66.0,50.0,65.0,,62.0,4.0,Très élevée,Économie et société,Non,63.4
NS11104,LLA,55.0,41.0,71.0,,77.0,4.0,Très élevée,Lettres et langues,Non,65.2
NS11988,SMP,80.0,75.0,58.0,57.0,63.0,3.0,Élevée,Informatique,Oui,66.6
NS10338,LLA,71.0,45.0,63.0,84.0,82.0,2.0,,Lettres et langues,Non,69.0
NS10215,SVT,73.0,80.0,82.0,59.0,66.0,2.0,,Santé et environnement,Oui,72.0
NS11615,SES,75.0,48.0,64.0,85.0,79.0,3.0,Faible,Sciences et technologie,Oui,70.2
NS11916,SMP,60.75354565746725,69.0,70.0,53.0,51.08404131051921,5.0,Élevée,Informatique,Oui,60.8
NS12514,SMP,71.0,70.0,85.0,87.0,60.0,5.0,Moyenne,Informatique,Oui,74.6
NS12804,SMP,85.0,90.0,74.0,56.0,52.0,4.0,Élevée,Sciences et technologie,Oui,71.4
NS11592,SMP,80.0,80.0,63.0,69.0,69.0,4.0,Moyenne,Informatique,Oui,72.2
NS12240,LLA,58.0,63.0,55.0,79.0,80.0,4.0,Très élevée,Arts et culture,Oui,67.0
NS11684,SMP,92.0,88.0,78.0,64.0,47.0,3.0,Élevée,Sciences et technologie,Oui,73.8
NS12522,SMP,81.0,70.0,69.0,85.0,66.0,5.0,Moyenne,Sciences et technologie,Non,74.2
NS10816,LLA,32.0,37.0,62.0,96.0,72.0,3.0,Élevée,Arts et culture,Non,59.8
NS11067,SMP,74.0,86.0,83.0,84.0,,,Élevée,Informatique,Oui,76.0
NS12003,LLA,71.0,46.0,59.0,82.0,69.0,3.0,,Lettres et langues,Non,65.4
